INDEX  | TEXT       | TYPE            | LINE  | COL  
650    | )          | RPAREN          | 58    | 22   
651    | op2        | IDENTIFIER      | 59    | 4    
652    | =          | ASSIGN          | 59    | 8    
653    | 1          | INT             | 59    | 10   
654    | /          | DIV             | 59    | 11   
655    | 2          | INT             | 59    | 12   
656    | *          | MUL             | 59    | 14   
657    | (          | LPAREN          | 59    | 16   
658    | (          | LPAREN          | 59    | 17   
659    | 1i         | COMPLEX         | 59    | 18   
660    | ,          | COMMA           | 59    | 20   
661    | 1i         | COMPLEX         | 59    | 21   
662    | )          | RPAREN          | 59    | 23   
663    | ,          | COMMA           | 59    | 24   
664    | (          | LPAREN          | 59    | 26   
665    | 1i         | COMPLEX         | 59    | 27   
666    | ,          | COMMA           | 59    | 29   
667    | 1i         | COMPLEX         | 59    | 30   
668    | )          | RPAREN          | 59    | 32   
669    | )          | RPAREN          | 59    | 33   
670    | |ket0>     | KET_IDENTIFIER  | 60    | 4    
671    | =          | ASSIGN          | 60    | 11   
672    | (          | LPAREN          | 60    | 13   
673    | 1          | INT             | 60    | 14   
674    | ,          | COMMA           | 60    | 15   
675    | 0          | INT             | 60    | 16   
676    | )          | RPAREN          | 60    | 17   
677    | |ket1>     | KET_IDENTIFIER  | 61    | 4    
678    | =          | ASSIGN          | 61    | 11   
679    | (          | LPAREN          | 61    | 13   
680    | 0          | INT             | 61    | 14   
681    | ,          | COMMA           | 61    | 15   
682    | 1          | INT             | 61    | 16   
683    | )          | RPAREN          | 61    | 17   
684    | op         | IDENTIFIER      | 62    | 4    
685    | =          | ASSIGN          | 62    | 7    
686    | (          | LPAREN          | 62    | 9    
687    | (          | LPAREN          | 62    | 10   
688    | 1          | INT             | 62    | 11   
689    | ,          | COMMA           | 62    | 12   
690    | 0          | INT             | 62    | 13   
691    | )          | RPAREN          | 62    | 14   
692    | ,          | COMMA           | 62    | 15   
693    | (          | LPAREN          | 62    | 17   
694    | 0          | INT             | 62    | 18   
695    | ,          | COMMA           | 62    | 19   
696    | 1          | INT             | 62    | 20   
697    | )          | RPAREN          | 62    | 21   
698    | )          | RPAREN          | 62    | 22   
699    | op2        | IDENTIFIER      | 63    | 4    
700    | =          | ASSIGN          | 63    | 8    
701    | 1          | INT             | 63    | 10   
702    | /          | DIV             | 63    | 11   
703    | 2          | INT             | 63    | 12   
704    | *          | MUL             | 63    | 14   
705    | (          | LPAREN          | 63    | 16   
706    | (          | LPAREN          | 63    | 17   
707    | 1i         | COMPLEX         | 63    | 18   
708    | ,          | COMMA           | 63    | 20   
709    | 1i         | COMPLEX         | 63    | 21   
710    | )          | RPAREN          | 63    | 23   
711    | ,          | COMMA           | 63    | 24   
712    | (          | LPAREN          | 63    | 26   
713    | 1i         | COMPLEX         | 63    | 27   
714    | ,          | COMMA           | 63    | 29   
715    | 1i         | COMPLEX         | 63    | 30   
716    | )          | RPAREN          | 63    | 32   
717    | )          | RPAREN          | 63    | 33   
718    | |ket0>     | KET_IDENTIFIER  | 64    | 4    
719    | =          | ASSIGN          | 64    | 11   
720    | (          | LPAREN          | 64    | 13   
721    | 1          | INT             | 64    | 14   
722    | ,          | COMMA           | 64    | 15   
723    | 0          | INT             | 64    | 16   
724    | )          | RPAREN          | 64    | 17   
725    | |ket1>     | KET_IDENTIFIER  | 65    | 4    
726    | =          | ASSIGN          | 65    | 11   
727    | (          | LPAREN          | 65    | 13   
728    | 0          | INT             | 65    | 14   
729    | ,          | COMMA           | 65    | 15   
730    | 1          | INT             | 65    | 16   
731    | )          | RPAREN          | 65    | 17   
732    | op         | IDENTIFIER      | 66    | 4    
733    | =          | ASSIGN          | 66    | 7    
734    | (          | LPAREN          | 66    | 9    
735    | (          | LPAREN          | 66    | 10   
736    | 1          | INT             | 66    | 11   
737    | ,          | COMMA           | 66    | 12   
738    | 0          | INT             | 66    | 13   
739    | )          | RPAREN          | 66    | 14   
740    | ,          | COMMA           | 66    | 15   
741    | (          | LPAREN          | 66    | 17   
742    | 0          | INT             | 66    | 18   
743    | ,          | COMMA           | 66    | 19   
744    | 1          | INT             | 66    | 20   
745    | )          | RPAREN          | 66    | 21   
746    | )          | RPAREN          | 66    | 22   
747    | op2        | IDENTIFIER      | 67    | 4    
748    | =          | ASSIGN          | 67    | 8    
749    | 1          | INT             | 67    | 10   
750    | /          | DIV             | 67    | 11   
751    | 2          | INT             | 67    | 12   
752    | *          | MUL             | 67    | 14   
753    | (          | LPAREN          | 67    | 16   
754    | (          | LPAREN          | 67    | 17   
755    | 1i         | COMPLEX         | 67    | 18   
756    | ,          | COMMA           | 67    | 20   
757    | 1i         | COMPLEX         | 67    | 21   
758    | )          | RPAREN          | 67    | 23   
759    | ,          | COMMA           | 67    | 24   
760    | (          | LPAREN          | 67    | 26   
761    | 1i         | COMPLEX         | 67    | 27   
762    | ,          | COMMA           | 67    | 29   
763    | 1i         | COMPLEX         | 67    | 30   
764    | )          | RPAREN          | 67    | 32   
765    | )          | RPAREN          | 67    | 33   
766    | |ket0>     | KET_IDENTIFIER  | 68    | 4    
767    | =          | ASSIGN          | 68    | 11   
768    | (          | LPAREN          | 68    | 13   
769    | 1          | INT             | 68    | 14   
770    | ,          | COMMA           | 68    | 15   
771    | 0          | INT             | 68    | 16   
772    | )          | RPAREN          | 68    | 17   
773    | |ket1>     | KET_IDENTIFIER  | 69    | 4    
774    | =          | ASSIGN          | 69    | 11   
775    | (          | LPAREN          | 69    | 13   
776    | 0          | INT             | 69    | 14   
777    | ,          | COMMA           | 69    | 15   
778    | 1          | INT             | 69    | 16   
779    | )          | RPAREN          | 69    | 17   
780    | op         | IDENTIFIER      | 70    | 4    
781    | =          | ASSIGN          | 70    | 7    
782    | (          | LPAREN          | 70    | 9    
783    | (          | LPAREN          | 70    | 10   
784    | 1          | INT             | 70    | 11   
785    | ,          | COMMA           | 70    | 12   
786    | 0          | INT             | 70    | 13   
787    | )          | RPAREN          | 70    | 14   
788    | ,          | COMMA           | 70    | 15   
789    | (          | LPAREN          | 70    | 17   
790    | 0          | INT             | 70    | 18   
791    | ,          | COMMA           | 70    | 19   
792    | 1          | INT             | 70    | 20   
793    | )          | RPAREN          | 70    | 21   
794    | )          | RPAREN          | 70    | 22   
795    | op2        | IDENTIFIER      | 71    | 4    
796    | =          | ASSIGN          | 71    | 8    
797    | 1          | INT             | 71    | 10   
798    | /          | DIV             | 71    | 11   
799    | 2          | INT             | 71    | 12   
800    | *          | MUL             | 71    | 14   
801    | (          | LPAREN          | 71    | 16   
802    | (          | LPAREN          | 71    | 17   
803    | 1i         | COMPLEX         | 71    | 18   
804    | ,          | COMMA           | 71    | 20   
805    | 1i         | COMPLEX         | 71    | 21   
806    | )          | RPAREN          | 71    | 23   
807    | ,          | COMMA           | 71    | 24   
808    | (          | LPAREN          | 71    | 26   
809    | 1i         | COMPLEX         | 71    | 27   
810    | ,          | COMMA           | 71    | 29   
811    | 1i         | COMPLEX         | 71    | 30   
812    | )          | RPAREN          | 71    | 32   
813    | )          | RPAREN          | 71    | 33   
814    | |ket0>     | KET_IDENTIFIER  | 72    | 4    
815    | =          | ASSIGN          | 72    | 11   
816    | (          | LPAREN          | 72    | 13   
817    | 1          | INT             | 72    | 14   
818    | ,          | COMMA           | 72    | 15   
819    | 0          | INT             | 72    | 16   
820    | )          | RPAREN          | 72    | 17   
821    | |ket1>     | KET_IDENTIFIER  | 73    | 4    
822    | =          | ASSIGN          | 73    | 11   
823    | (          | LPAREN          | 73    | 13   
824    | 0          | INT             | 73    | 14   
825    | ,          | COMMA           | 73    | 15   
826    | 1          | INT             | 73    | 16   
827    | )          | RPAREN          | 73    | 17   
828    | op         | IDENTIFIER      | 74    | 4    
829    | =          | ASSIGN          | 74    | 7    
830    | (          | LPAREN          | 74    | 9    
831    | (          | LPAREN          | 74    | 10   
